  0.000   0.590   0.435   0.540  59.477  59.643  59.444  59.450 118.957 119.222 118.983 118.813  99.280  99.167  99.285  99.019 102.294 102.017 102.233 101.767
  0.590   0.000   0.821   0.680  59.409  59.572  59.375  59.381 118.887 119.152 118.913 118.743  99.157  99.042  99.160  98.894 102.135 101.855 102.072 101.606
  0.435   0.821   0.000   0.715  59.576  59.741  59.542  59.549 119.055 119.318 119.082 118.911  99.250  99.135  99.255  98.990 102.121 101.841 102.060 101.595
  0.540   0.680   0.715   0.000  59.397  59.564  59.363  59.370 118.876 119.143 118.901 118.734  99.072  98.959  99.076  98.813 101.984 101.706 101.923 101.458
 59.477  59.409  59.576  59.397   0.000   0.450   0.209   0.138  59.480  59.746  59.507  59.337  51.147  51.123  51.069  50.677  81.219  81.300  81.045  80.494
 59.643  59.572  59.741  59.564   0.450   0.000   0.547   0.478  59.317  59.580  59.346  59.173  50.952  50.925  50.874  50.479  81.092  81.173  80.917  80.366
 59.444  59.375  59.542  59.363   0.209   0.547   0.000   0.188  59.513  59.781  59.540  59.371  51.102  51.079  51.023  50.632  81.137  81.218  80.963  80.413
 59.450  59.381  59.549  59.370   0.138   0.478   0.188   0.000  59.507  59.774  59.533  59.364  51.196  51.173  51.117  50.725  81.261  81.341  81.086  80.536
118.957 118.887 119.055 118.876  59.480  59.317  59.513  59.507   0.000   0.682   0.508   0.567  49.509  49.689  49.339  49.064  99.022  99.441  98.799  98.379
119.222 119.152 119.318 119.143  59.746  59.580  59.781  59.774   0.682   0.000   1.122   0.806  49.574  49.749  49.407  49.128  99.085  99.503  98.862  98.442
118.983 118.913 119.082 118.901  59.507  59.346  59.540  59.533   0.508   1.122   0.000   0.753  49.629  49.811  49.455  49.184  99.140  99.559  98.917  98.498
118.813 118.743 118.911 118.734  59.337  59.173  59.371  59.364   0.567   0.806   0.753   0.000  49.761  49.938  49.591  49.312  99.273  99.689  99.049  98.629
 99.280  99.157  99.250  99.072  51.147  50.952  51.102  51.196  49.509  49.574  49.629  49.761   0.000   0.499   0.441   0.652  49.513  49.933  49.291  48.872
 99.167  99.042  99.135  98.959  51.123  50.925  51.079  51.173  49.689  49.749  49.811  49.938   0.499   0.000   0.778   0.724  49.338  49.754  49.115  48.694
 99.285  99.160  99.255  99.076  51.069  50.874  51.023  51.117  49.339  49.407  49.455  49.591   0.441   0.778   0.000   0.645  49.686  50.105  49.461  49.045
 99.019  98.894  98.990  98.813  50.677  50.479  50.632  50.725  49.064  49.128  49.184  49.312   0.652   0.724   0.645   0.000  49.963  50.378  49.739  49.317
102.294 102.135 102.121 101.984  81.219  81.092  81.137  81.261  99.022  99.085  99.140  99.273  49.513  49.338  49.686  49.963   0.000   0.702   0.473   0.827
102.017 101.855 101.841 101.706  81.300  81.173  81.218  81.341  99.441  99.503  99.559  99.689  49.933  49.754  50.105  50.378   0.702   0.000   0.841   1.111
102.233 102.072 102.060 101.923  81.045  80.917  80.963  81.086  98.799  98.862  98.917  99.049  49.291  49.115  49.461  49.739   0.473   0.841   0.000   0.761
101.767 101.606 101.595 101.458  80.494  80.366  80.413  80.536  98.379  98.442  98.498  98.629  48.872  48.694  49.045  49.317   0.827   1.111   0.761   0.000
